time,location,map,cir,color
04060100,11,-0.6479,0.1849,#3eec67
04060200,11,-0.6445,0.1712,#3eed67
04060300,11,-0.6466,0.1685,#3eed67
04060400,11,-0.6452,0.1759,#3eed67
04060500,11,-0.6415,0.1730,#3eed67
04060600,11,-0.6469,0.1615,#3ded67
04060700,11,-0.6427,0.1634,#3ded67
04060800,11,-0.6425,0.1830,#3eec67
04060900,11,-0.6423,0.1700,#3eed67
04061000,11,-0.6455,0.1703,#3eed67
04061100,11,-0.6461,0.1748,#3eed67
04061200,11,-0.6438,0.1685,#3eed67
04061300,11,-0.6437,0.1765,#3eed67
04061400,11,-0.6438,0.1697,#3eed67
04061500,11,-0.6423,0.1791,#3eec67
04061600,11,-0.6450,0.1770,#3eed67
04061700,11,-0.6421,0.1897,#3eec67
04061800,11,-0.6414,0.1684,#3eed67
04061900,11,-0.6449,0.1751,#3eed67
04062000,11,-0.6421,0.1629,#3ded67
04062100,11,-0.6450,0.1845,#3eec67
04062200,11,-0.6434,0.1772,#3eed67
04062300,11,-0.6446,0.1756,#3eed67
04070000,11,-0.6421,0.1809,#3eec67
04070100,11,-0.6427,0.1806,#3eec67
04070200,11,-0.6437,0.1647,#3ded67
04070300,11,-0.6435,0.1761,#3eed67
04070400,11,-0.6454,0.1658,#3ded67
04070500,11,-0.6432,0.1841,#3eec67
04070600,11,-0.6451,0.1667,#3ded67
04070700,11,-0.6440,0.1655,#3ded67
04070800,11,-0.6465,0.1703,#3eed67
04070900,11,-0.6439,0.1664,#3ded67
04071000,11,-0.6429,0.1939,#3fec67
04071100,11,-0.6455,0.1702,#3eed67
04071200,11,-0.6430,0.1771,#3eed67
04071300,11,-0.6441,0.1708,#3eed67
04071400,11,-0.6407,0.1657,#3ded66
04071500,11,-0.6435,0.1613,#3ded67
04071600,11,-0.6457,0.1748,#3eed67
04071700,11,-0.6441,0.1735,#3eed67
04071800,11,-0.6432,0.1687,#3eed67
04071900,11,-0.6455,0.1701,#3eed67
04072000,11,-0.6462,0.1689,#3eed67
04072100,11,-0.6431,0.1784,#3eec67
04072200,11,-0.6433,0.1683,#3eed67
04072300,11,-0.6425,0.1622,#3ded67
04080000,11,-0.6432,0.1798,#3eec67
04080100,11,-0.6451,0.1686,#3eed67
04080200,11,-0.6466,0.1643,#3ded67
04080300,11,-0.6422,0.1698,#3eed67
04080400,11,-0.6418,0.1635,#3ded67
04080500,11,-0.6448,0.1680,#3eed67
04080600,11,-0.6424,0.1766,#3eed67
04080700,11,-0.6117,0.1808,#3eec65
04080800,11,0.4983,0.1957,#6ded49
04080900,11,3.3752,0.2246,#eebd65
04081000,11,3.4457,0.1740,#f0ba64
04081100,11,3.4521,0.1616,#f1ba64
04081200,11,3.4506,0.1811,#f0ba64
04081300,11,3.4471,0.1780,#f0ba64
04081400,11,3.3952,0.2087,#efbd65
04081500,11,1.2984,0.2062,#a4ed51
04081600,11,1.2485,0.1780,#a1ee50
04081700,11,1.2457,0.1612,#a1ef4f
04081800,11,1.2445,0.1701,#a1ee4f
04081900,11,1.2458,0.1700,#a1ee4f
04082000,11,1.2488,0.1750,#a1ee4f
04082100,11,1.2459,0.1678,#a1ef4f
04082200,11,1.2446,0.1733,#a1ee4f
04082300,11,1.2439,0.1710,#a1ee4f
04090000,11,1.2479,0.1959,#a1ed50
04090100,11,1.2484,0.1803,#a1ee50
04090200,11,1.2472,0.1674,#a1ef4f
04090300,11,1.2448,0.1750,#a1ee4f
04090400,11,1.2207,0.1828,#9fee50
04090500,11,0.3265,0.1973,#60ed48
04090600,11,0.3009,0.1655,#5eee46
04090700,11,0.3019,0.1698,#5eee46
04090800,11,0.2995,0.1548,#5dee46
04090900,11,0.3027,0.1762,#5eed47
04091000,11,0.3014,0.1648,#5eee46
04091100,11,0.3016,0.1816,#5eed47
04091200,11,0.3009,0.1501,#5dee46
04091300,11,0.2982,0.1771,#5eed47
04091400,11,0.2994,0.1674,#5eee46
04091500,11,0.3011,0.1852,#5eed47
04091600,11,0.3021,0.1806,#5eed47
