time,location,map,cir,color
04060500,7,-0.6199,0.3539,#46e56a
04060600,7,-0.6214,0.2987,#43e768
04060700,7,-0.6181,0.2957,#43e868
04060800,7,-0.6201,0.2880,#43e868
04060900,7,-0.6154,0.2816,#43e868
04061000,7,-0.6185,0.2807,#43e868
04061100,7,-0.6158,0.2912,#43e868
04061200,7,-0.6136,0.2823,#43e868
04061300,7,-0.6148,0.2749,#42e867
04061400,7,-0.6214,0.2710,#42e968
04061500,7,-0.6277,0.2735,#42e868
04061600,7,-0.6269,0.3039,#43e769
04061700,7,-0.6201,0.2867,#43e868
04061800,7,-0.6241,0.2888,#43e868
04061900,7,-0.6234,0.2939,#43e868
04062000,7,-0.6239,0.3001,#43e769
04062100,7,-0.6237,0.3089,#44e769
04062200,7,-0.6246,0.2900,#43e868
04062300,7,-0.6271,0.2840,#43e868
04070000,7,-0.6227,0.2894,#43e868
04070100,7,-0.6253,0.2694,#42e968
04070200,7,-0.6249,0.2760,#42e868
04070300,7,-0.6282,0.2705,#42e968
04070400,7,-0.6272,0.2945,#43e869
04070500,7,-0.6249,0.2807,#42e868
04070600,7,-0.6235,0.2825,#43e868
04070700,7,-0.6246,0.3050,#43e769
04070800,7,-0.6215,0.2991,#43e768
04070900,7,-0.6202,0.3001,#43e768
04071000,7,-0.6205,0.2954,#43e868
04071100,7,-0.6259,0.2921,#43e868
04071200,7,-0.6241,0.2735,#42e868
04071300,7,-0.6258,0.2857,#43e868
04071400,7,-0.6245,0.2820,#43e868
04071500,7,-0.6309,0.2938,#43e869
04071600,7,-0.6267,0.3029,#43e769
04071700,7,-0.6222,0.2805,#42e868
04071800,7,-0.6251,0.2891,#43e868
04071900,7,-0.6264,0.2839,#43e868
04072000,7,-0.6200,0.2955,#43e868
04072100,7,-0.6171,0.2959,#43e868
04072200,7,-0.6175,0.2882,#43e868
04072300,7,-0.6278,0.2824,#43e868
04080000,7,-0.6273,0.2946,#43e869
04080100,7,-0.6249,0.2773,#42e868
04080200,7,-0.6223,0.2867,#43e868
04080300,7,-0.6154,0.2807,#43e868
04080400,7,-0.6035,0.2868,#43e867
04080500,7,-0.5716,0.3002,#44e766
04080600,7,-0.4843,0.3324,#46e661
04080700,7,-0.2116,0.3703,#4ae554
04080800,7,0.7614,0.5470,#85df5a
04080900,7,0.5515,0.2846,#73e94d
04081000,7,0.5030,0.2996,#6fe94d
04081100,7,0.4832,0.2864,#6ee94d
04081200,7,0.4754,0.2830,#6de94d
04081300,7,0.4673,0.2929,#6de94d
04081400,7,0.4636,0.2838,#6ce94d
04081500,7,0.4697,0.2929,#6de94d
04081600,7,0.4680,0.2914,#6de94d
04081700,7,0.4551,0.2720,#6cea4c
04081800,7,0.4565,0.2915,#6ce94d
04081900,7,0.4539,0.2962,#6ce94d
04082000,7,0.4656,0.3139,#6de84e
04082100,7,0.5098,0.2967,#70e94d
04082200,7,0.6344,0.3118,#79e84f
04082300,7,1.0742,0.3193,#96e953
04090000,7,1.2039,0.3135,#9ee954
04090100,7,1.2380,0.3092,#a0e955
04090200,7,1.2382,0.2980,#a0ea54
04090300,7,1.1998,0.3175,#9ee955
04090400,7,1.0498,0.3275,#94e854
04090500,7,0.5422,0.3312,#73e74f
04090600,7,0.3991,0.3022,#68e84d
04090700,7,0.3514,0.2893,#65e94c
04090800,7,0.3325,0.2898,#63e94c
04090900,7,0.3256,0.2914,#63e94c
04091000,7,0.3229,0.2877,#63e94b
04091100,7,0.3257,0.3046,#63e84c
04091200,7,0.3281,0.3012,#63e84c
04091300,7,0.3239,0.2805,#63e94b
04091400,7,0.3248,0.2798,#63e94b
04091500,7,0.3437,0.2792,#64e94b
04091600,7,0.3502,0.3212,#66e84d
